order_id,order_timestamp,origin_region,destination_region,carrier,product_category,weight_kg,unit_margin_usd,order_value_usd,warehouse_receipt_time,pack_complete_time,ship_time,scheduled_delivery_date,actual_delivery_date,return_flag,is_unresolved_shipment,Time_to_Pack_Hours,Transit_Days_Scheduled,Delivery_Variance_Days,Order_to_Ship_Hours,Carrier_Route,distance_factor,Estimated_Shipping_Cost_USD,SLA_Status,Margin_Tier
ORD-106774,2024-03-09 15:23:00,Southwest,South,Standard,Toys,2.4,9.0,34.16,2024-03-09 16:18:00,2024-03-09 22:23:11.514842095,2024-03-09 23:38:11.514842095,2024-03-14 23:38:11.514842095,2024-03-14 17:10:25.744246417,False,False,6.09,5.0,-0.27,8.25,Standard | Southwest -> South,1.0,10.08,On-Time,Low Margin (<$10)
ORD-100086,2024-01-09 19:06:00,Midwest,Southwest,Express,Sports,4.41,17.0,51.08,2024-01-09 20:00:00,2024-01-09 23:07:01.760167837,2024-01-10 01:33:01.760167837,2024-01-12 01:33:01.760167837,2024-01-12 16:41:32.715246485,False,False,3.12,2.0,0.63,6.45,Express | Midwest -> Southwest,1.5,51.6,1-2 Days Late,Mid Margin ($10-20)
ORD-105965,2024-06-14 09:38:00,Southwest,South,Standard,Home Goods,2.86,22.0,100.04,2024-06-14 10:45:00,2024-06-14 13:58:39.722918106,2024-06-14 17:36:39.722918106,2024-06-19 17:36:39.722918106,2024-06-19 22:40:52.451481656,False,False,3.23,5.0,0.21,7.98,Standard | Southwest -> South,1.0,12.01,1-2 Days Late,High Margin ($20+)
ORD-108408,2024-09-20 07:39:00,West,South,Standard,Apparel,1.05,14.0,18.29,2024-09-20 07:57:00,2024-09-20 19:09:42.344712957,2024-09-20 20:27:42.344712957,2024-09-25 20:27:42.344712957,2024-09-26 14:02:22.755369573,False,False,11.21,5.0,0.73,12.81,Standard | West -> South,2.0,8.82,1-2 Days Late,Mid Margin ($10-20)
ORD-102207,2024-12-07 06:50:00,Southwest,South,Standard,Apparel,0.57,14.0,30.72,2024-12-07 07:27:00,2024-12-07 10:52:14.410321003,2024-12-07 18:45:03.928945027,2024-12-12 18:45:03.928945027,2024-12-13 05:01:02.485721545,False,False,3.42,5.0,0.43,11.92,Standard | Southwest -> South,1.0,2.39,1-2 Days Late,Mid Margin ($10-20)
ORD-103046,2024-12-04 21:39:00,West,Midwest,Standard,Apparel,0.57,14.0,50.73,2024-12-04 22:54:00,2024-12-05 04:06:25.480990821,2024-12-05 05:50:25.480990821,2024-12-10 05:50:25.480990821,2024-12-10 06:54:56.310483769,False,False,5.21,5.0,0.04,8.19,Standard | West -> Midwest,1.8,4.31,1-2 Days Late,Mid Margin ($10-20)
ORD-107747,2024-11-09 12:17:00,Midwest,Midwest,Express,Beauty,0.35,11.0,43.03,2024-11-09 13:01:00,2024-11-09 21:13:34.910471642,2024-11-09 21:52:34.910471642,2024-11-11 21:52:34.910471642,2024-11-11 21:41:00.187978634,False,False,8.21,2.0,-0.01,9.59,Express | Midwest -> Midwest,0.5,1.36,On-Time,Mid Margin ($10-20)
ORD-104717,2024-05-17 14:39:00,West,West,Express,Toys,1.43,9.0,55.21,2024-05-17 15:32:00,2024-05-17 21:34:51.222512983,2024-05-17 22:14:51.222512983,2024-05-19 22:14:51.222512983,2024-05-19 18:54:50.613696895,False,False,6.05,2.0,-0.14,7.6,Express | West -> West,0.4,4.46,On-Time,Low Margin (<$10)
ORD-105909,2024-12-09 02:24:00,Northeast,Midwest,Express,Apparel,0.83,14.0,44.04,2024-12-09 03:49:00,2024-12-09 10:35:15.010110174,2024-12-09 13:35:15.010110174,2024-12-11 13:35:15.010110174,2024-12-17 04:19:44.794237630,False,False,6.77,2.0,5.61,11.19,Express | Northeast -> Midwest,1.2,7.77,Severely Delayed (5+ Days),Mid Margin ($10-20)
ORD-108254,2024-01-12 04:36:00,South,Southwest,Standard,Apparel,0.05,14.0,37.83,2024-01-12 04:41:00,2024-01-12 10:47:14.958626882,2024-01-12 14:30:14.958626882,2024-01-17 14:30:14.958626882,2024-01-17 23:02:00.557206803,False,False,6.1,5.0,0.36,9.9,Standard | South -> Southwest,1.0,0.21,1-2 Days Late,Mid Margin ($10-20)
ORD-108674,2024-01-19 21:29:00,West,Northeast,Standard,Apparel,0.49,14.0,41.92,2024-01-19 22:45:00,2024-01-20 02:47:28.900035402,2024-01-20 03:32:28.900035402,2024-01-25 03:32:28.900035402,2024-01-24 23:40:03.275112710,False,False,4.04,5.0,-0.16,6.06,Standard | West -> Northeast,2.9,5.97,On-Time,Mid Margin ($10-20)
ORD-103980,2024-11-05 10:03:00,Midwest,Northeast,Express,Apparel,0.22,14.0,40.91,2024-11-05 11:13:00,2024-11-05 16:45:43.075827801,2024-11-05 18:36:43.075827801,2024-11-07 18:36:43.075827801,2024-11-08 21:23:01.554363099,False,False,5.55,2.0,1.12,8.56,Express | Midwest -> Northeast,1.2,2.06,1-2 Days Late,Mid Margin ($10-20)
ORD-108976,2024-06-24 04:59:00,West,Midwest,Express,Apparel,0.49,14.0,45.76,2024-06-24 06:09:00,2024-06-24 13:08:10.912995294,2024-06-24 17:03:10.912995294,2024-06-26 17:03:10.912995294,2024-06-26 05:46:30.493873155,False,False,6.99,2.0,-0.47,12.07,Express | West -> Midwest,1.8,6.88,On-Time,Mid Margin ($10-20)
ORD-103975,2024-09-04 12:27:00,Midwest,Southwest,Standard,Beauty,0.45,11.0,32.58,2024-09-04 13:25:00,2024-09-04 19:37:13.282477815,2024-09-04 23:20:13.282477815,2024-09-09 23:20:13.282477815,2024-09-09 20:34:35.897306570,False,False,6.2,5.0,-0.12,10.89,Standard | Midwest -> Southwest,1.5,2.84,On-Time,Mid Margin ($10-20)
ORD-107679,2024-05-19 23:47:00,Southwest,South,Express,Sports,4.56,17.0,99.95,2024-05-20 00:24:00,2024-05-20 02:19:02.054459866,2024-05-20 03:15:02.054459866,2024-05-22 03:15:02.054459866,2024-05-21 15:25:24.707297517,False,False,1.92,2.0,-0.49,3.47,Express | Southwest -> South,1.0,35.57,On-Time,Mid Margin ($10-20)
ORD-109042,2024-10-10 02:10:00,Midwest,Southwest,Standard,Apparel,0.48,14.0,56.95,2024-10-10 02:44:00,2024-10-10 04:38:07.164227091,2024-10-10 06:45:07.164227091,2024-10-15 06:45:07.164227091,2024-10-15 11:11:06.247764093,False,False,1.9,5.0,0.18,4.59,Standard | Midwest -> Southwest,1.5,3.02,1-2 Days Late,Mid Margin ($10-20)
ORD-100999,2024-01-17 21:54:00,South,South,Standard,Beauty,0.36,11.0,36.64,2024-01-17 23:01:00,2024-01-18 04:00:47.850738504,2024-01-18 07:12:47.850738504,2024-01-23 07:12:47.850738504,2024-01-23 19:13:10.152989012,False,False,5.0,5.0,0.5,9.31,Standard | South -> South,0.5,0.76,1-2 Days Late,Mid Margin ($10-20)
ORD-103172,2024-09-02 17:07:00,West,South,Standard,Apparel,0.71,14.0,54.46,2024-09-02 17:36:00,2024-09-02 21:04:31.639125381,2024-09-02 21:59:31.639125381,2024-09-07 21:59:31.639125381,2024-09-07 12:21:10.612755103,False,False,3.48,5.0,-0.4,4.88,Standard | West -> South,2.0,5.96,On-Time,Mid Margin ($10-20)
ORD-109164,2024-02-10 02:51:00,West,Midwest,Express,Apparel,0.67,14.0,50.94,2024-02-10 03:53:00,2024-02-10 08:43:36.317470268,2024-02-10 10:20:36.317470268,2024-02-12 10:20:36.317470268,2024-02-12 09:36:58.729405270,False,False,4.84,2.0,-0.03,7.49,Express | West -> Midwest,1.8,9.41,On-Time,Mid Margin ($10-20)
ORD-105184,2024-08-08 06:28:00,Southwest,West,Standard,Toys,2.44,9.0,24.96,2024-08-08 06:33:00,2024-08-08 10:06:34.065843778,2024-08-08 13:26:34.065843778,2024-08-13 13:26:34.065843778,2024-08-12 14:44:21.070822163,False,False,3.56,5.0,-0.95,6.98,Standard | Southwest -> West,1.0,10.25,On-Time,Low Margin (<$10)
ORD-100995,2024-12-12 14:57:00,Northeast,South,Standard,Sports,3.03,17.0,80.4,2024-12-12 15:44:00,2024-12-12 16:57:30.494361648,2024-12-12 19:20:30.494361648,2024-12-17 19:20:30.494361648,2024-12-18 14:56:28.022229727,False,False,1.23,5.0,0.82,4.39,Standard | Northeast -> South,1.4,17.82,1-2 Days Late,Mid Margin ($10-20)
ORD-102401,2024-05-20 19:07:00,Northeast,Southwest,Express,Sports,4.24,17.0,81.2,2024-05-20 19:29:00,2024-05-20 22:19:33.147920832,2024-05-20 23:39:33.147920832,2024-05-22 23:39:33.147920832,2024-05-23 02:13:15.456077032,False,False,2.84,2.0,0.11,4.54,Express | Northeast -> Southwest,2.4,79.37,1-2 Days Late,Mid Margin ($10-20)
ORD-109590,2024-12-25 16:33:00,Midwest,South,Standard,Beauty,0.4,11.0,28.2,2024-12-25 17:15:00,2024-12-25 20:09:19.927857398,2024-12-25 21:47:19.927857398,2024-12-30 21:47:19.927857398,2024-12-31 01:51:54.072399633,False,False,2.91,5.0,0.17,5.24,Standard | Midwest -> South,1.1,1.85,1-2 Days Late,Mid Margin ($10-20)
ORD-108943,2024-03-24 20:10:00,Southwest,Northeast,Express,Electronics,4.23,38.0,161.62,2024-03-24 20:30:00,2024-03-25 03:24:15.457873136,2024-03-25 04:03:15.457873136,2024-03-27 04:03:15.457873136,2024-03-27 09:36:30.544268694,False,False,6.9,2.0,0.23,7.89,Express | Southwest -> Northeast,2.4,79.19,1-2 Days Late,High Margin ($20+)
ORD-101044,2024-03-25 14:26:00,South,South,Standard,Electronics,3.99,38.0,326.65,2024-03-25 14:54:00,2024-03-25 16:28:32.335586090,2024-03-25 17:46:32.335586090,2024-03-30 17:46:32.335586090,2024-03-30 17:34:44.632145886,False,False,1.58,5.0,-0.01,3.34,Standard | South -> South,0.5,8.38,On-Time,High Margin ($20+)
ORD-103821,2024-06-13 15:09:00,West,South,Express,Home Goods,1.77,22.0,130.97,2024-06-13 15:27:00,2024-06-13 16:57:42.060353972,2024-06-13 19:19:42.060353972,2024-06-15 19:19:42.060353972,2024-06-15 02:32:24.760619085,False,False,1.51,2.0,-0.7,4.18,Express | West -> South,2.0,27.61,On-Time,High Margin ($20+)
ORD-102007,2024-03-08 22:52:00,Southwest,South,Standard,Home Goods,3.77,22.0,161.38,2024-03-08 23:30:00,2024-03-09 05:14:54.604788129,2024-03-09 08:18:54.604788129,2024-03-14 08:18:54.604788129,2024-03-14 21:44:10.002486474,False,False,5.75,5.0,0.56,9.45,Standard | Southwest -> South,1.0,15.83,1-2 Days Late,High Margin ($20+)
ORD-105288,2024-11-28 20:00:00,Midwest,Northeast,Standard,Toys,0.05,9.0,55.71,2024-11-28 20:28:00,2024-11-28 23:05:31.373441299,2024-11-29 02:29:31.373441299,2024-12-04 02:29:31.373441299,2024-12-12 21:54:13.396939460,False,False,2.63,5.0,8.81,6.49,Standard | Midwest -> Northeast,1.2,0.25,Severely Delayed (5+ Days),Low Margin (<$10)
ORD-108657,2024-11-28 16:24:00,Northeast,West,Standard,Apparel,0.39,14.0,44.25,2024-11-28 17:04:00,2024-11-28 19:16:14.972884185,2024-11-28 22:40:14.972884185,2024-12-03 22:40:14.972884185,2024-12-04 02:22:38.562722601,True,False,2.2,5.0,0.15,6.27,Standard | Northeast -> West,2.9,4.75,1-2 Days Late,Mid Margin ($10-20)
ORD-104659,2024-04-30 13:35:00,Southwest,Midwest,Standard,Sports,3.2,17.0,86.48,2024-04-30 13:54:00,2024-04-30 16:47:21.705438429,2024-04-30 17:33:21.705438429,2024-05-05 17:33:21.705438429,2024-05-05 03:15:03.173307410,False,False,2.89,5.0,-0.6,3.97,Standard | Southwest -> Midwest,1.5,20.16,On-Time,Mid Margin ($10-20)
ORD-108700,2024-09-13 15:21:00,West,Southwest,Standard,Toys,1.82,9.0,36.1,2024-09-13 16:41:00,2024-09-13 20:13:33.026346250,2024-09-13 21:01:33.026346250,2024-09-18 21:01:33.026346250,2024-09-19 10:18:43.809880680,False,False,3.54,5.0,0.55,5.68,Standard | West -> Southwest,1.0,7.64,1-2 Days Late,Low Margin (<$10)
ORD-103466,2024-07-18 01:43:00,Southwest,Northeast,Standard,Apparel,0.24,14.0,33.75,2024-07-18 02:34:00,2024-07-18 07:49:26.072244298,2024-07-18 08:39:26.072244298,2024-07-23 08:39:26.072244298,2024-07-22 20:35:00.454539355,False,False,5.26,5.0,-0.5,6.94,Standard | Southwest -> Northeast,2.4,2.42,On-Time,Mid Margin ($10-20)
ORD-107214,2024-07-10 03:16:00,Midwest,Northeast,Express,Electronics,2.72,38.0,252.81,2024-07-10 04:18:00,2024-07-10 09:12:53.920531504,2024-07-10 10:33:53.920531504,2024-07-12 10:33:53.920531504,2024-07-11 21:36:59.605773763,False,False,4.91,2.0,-0.54,7.3,Express | Midwest -> Northeast,1.2,25.46,On-Time,High Margin ($20+)
ORD-108736,2024-08-06 13:31:00,West,South,Standard,Beauty,0.46,11.0,28.62,2024-08-06 14:27:00,2024-08-06 17:48:45.726493118,2024-08-06 19:48:45.726493118,2024-08-11 19:48:45.726493118,2024-08-11 16:21:21.727050794,False,False,3.36,5.0,-0.14,6.3,Standard | West -> South,2.0,3.86,On-Time,Mid Margin ($10-20)
ORD-104481,2024-07-25 02:34:00,Midwest,West,Express,Beauty,0.05,11.0,38.52,2024-07-25 03:06:00,2024-07-25 05:08:00.608046788,2024-07-25 05:41:00.608046788,2024-07-27 05:41:00.608046788,2024-07-27 00:23:41.940482219,False,False,2.03,2.0,-0.22,3.12,Express | Midwest -> West,1.8,0.7,On-Time,Mid Margin ($10-20)
ORD-107492,2024-11-15 00:24:00,Northeast,South,Express,Toys,1.38,9.0,35.31,2024-11-15 01:10:00,2024-11-15 04:12:30.407414150,2024-11-15 06:57:30.407414150,2024-11-17 06:57:30.407414150,2024-11-17 13:27:51.146823015,False,False,3.04,2.0,0.27,6.56,Express | Northeast -> South,1.4,15.07,1-2 Days Late,Low Margin (<$10)
ORD-104618,2024-06-14 15:40:00,Midwest,South,Standard,Books,0.47,4.0,14.6,2024-06-14 16:59:00,2024-06-14 19:45:12.467909330,2024-06-14 22:33:12.467909330,2024-06-19 22:33:12.467909330,2024-06-20 08:39:23.285329908,False,False,2.77,5.0,0.42,6.89,Standard | Midwest -> South,1.1,2.17,1-2 Days Late,Low Margin (<$10)
ORD-100591,2024-06-23 05:15:00,Southwest,Southwest,Standard,Apparel,1.2,14.0,43.43,2024-06-23 06:23:00,2024-06-23 11:11:07.969830566,2024-06-23 14:19:07.969830566,2024-06-28 14:19:07.969830566,2024-06-28 11:28:54.690889162,False,False,4.8,5.0,-0.12,9.07,Standard | Southwest -> Southwest,0.4,2.02,On-Time,Mid Margin ($10-20)
ORD-108856,2024-08-29 15:22:00,Northeast,Midwest,Express,Toys,0.68,9.0,28.34,2024-08-29 15:59:00,2024-08-30 00:28:57.599130148,2024-08-30 04:02:57.599130148,2024-09-01 04:02:57.599130148,2024-08-31 13:17:22.527635507,False,False,8.5,2.0,-0.61,12.68,Express | Northeast -> Midwest,1.2,6.36,On-Time,Low Margin (<$10)
ORD-102225,2024-05-08 17:38:00,Southwest,Midwest,Standard,Books,0.55,4.0,27.5,2024-05-08 17:43:00,2024-05-08 18:58:23.203492160,2024-05-08 19:28:23.203492160,2024-05-13 19:28:23.203492160,2024-05-14 22:46:08.576556154,False,False,1.26,5.0,1.14,1.84,Standard | Southwest -> Midwest,1.5,3.47,1-2 Days Late,Low Margin (<$10)
ORD-100518,2024-07-24 04:11:00,Midwest,Midwest,Standard,Toys,1.38,9.0,47.4,2024-07-24 04:27:00,2024-07-24 06:51:30.458345968,2024-07-24 07:45:30.458345968,2024-07-29 07:45:30.458345968,,False,True,2.41,5.0,,3.58,Standard | Midwest -> Midwest,0.5,2.9,Unresolved,Low Margin (<$10)
ORD-107870,2024-01-12 08:55:00,West,West,Standard,Toys,1.0,9.0,46.01,2024-01-12 09:08:00,2024-01-12 10:55:14.049219220,2024-01-12 12:49:14.049219220,2024-01-17 12:49:14.049219220,2024-01-17 12:05:51.449702368,False,False,1.79,5.0,-0.03,3.9,Standard | West -> West,0.4,1.68,On-Time,Low Margin (<$10)
ORD-105684,2024-08-26 00:56:00,West,South,Standard,Apparel,0.8,14.0,51.32,2024-08-26 01:50:00,2024-08-26 04:56:03.802995601,2024-08-26 08:22:03.802995601,2024-08-31 08:22:03.802995601,2024-08-31 08:08:08.711103866,False,False,3.1,5.0,-0.01,7.43,Standard | West -> South,2.0,6.72,On-Time,Mid Margin ($10-20)
ORD-104691,2024-04-04 21:48:00,Southwest,Southwest,Express,Toys,2.04,9.0,44.14,2024-04-04 21:56:00,2024-04-04 23:55:14.560746936,2024-04-05 02:59:14.560746936,2024-04-07 02:59:14.560746936,2024-04-07 19:18:35.539899837,False,False,1.99,2.0,0.68,5.19,Express | Southwest -> Southwest,0.4,6.36,1-2 Days Late,Low Margin (<$10)
ORD-103104,2024-04-15 19:13:00,Midwest,South,Standard,Beauty,0.59,11.0,17.63,2024-04-15 20:05:00,2024-04-15 22:26:22.730549317,2024-04-16 02:17:22.730549317,2024-04-21 02:17:22.730549317,2024-04-20 18:27:22.108660131,False,False,2.36,5.0,-0.33,7.07,Standard | Midwest -> South,1.1,2.73,On-Time,Mid Margin ($10-20)
ORD-108316,2024-04-05 21:57:00,Southwest,Midwest,Express,Toys,1.31,9.0,18.46,2024-04-05 22:11:00,2024-04-06 03:23:44.046298346,2024-04-06 05:26:44.046298346,2024-04-08 05:26:44.046298346,2024-04-09 20:02:46.319567714,False,False,5.21,2.0,1.61,7.5,Express | Southwest -> Midwest,1.5,15.33,1-2 Days Late,Low Margin (<$10)
ORD-104062,2024-11-04 19:58:00,Southwest,South,Express,Toys,2.74,9.0,32.73,2024-11-04 20:38:00,2024-11-04 22:39:30.462986092,2024-11-05 00:47:30.462986092,2024-11-07 00:47:30.462986092,2024-11-06 18:30:58.568047731,False,False,2.03,2.0,-0.26,4.83,Express | Southwest -> South,1.0,21.37,On-Time,Low Margin (<$10)
ORD-106603,2024-02-12 01:21:00,Northeast,Northeast,Standard,Apparel,0.54,14.0,38.91,2024-02-12 02:00:00,2024-02-12 06:19:33.212848494,2024-02-12 09:51:33.212848494,2024-02-17 09:51:33.212848494,2024-02-18 06:46:18.872159578,False,False,4.33,5.0,0.87,8.51,Standard | Northeast -> Northeast,0.4,0.91,1-2 Days Late,Mid Margin ($10-20)
ORD-105982,2024-11-21 16:17:00,Midwest,West,Standard,Beauty,0.35,11.0,29.0,2024-11-21 16:55:00,2024-11-21 19:59:22.968897654,2024-11-21 22:56:22.968897654,2024-11-26 22:56:22.968897654,2024-11-26 01:35:05.205901362,False,False,3.07,5.0,-0.89,6.66,Standard | Midwest -> West,1.8,2.65,On-Time,Mid Margin ($10-20)
ORD-101650,2024-02-01 06:33:00,South,Northeast,Standard,Electronics,1.12,38.0,284.63,2024-02-01 06:44:00,2024-02-01 08:10:44.789393634,2024-02-01 10:20:44.789393634,2024-02-06 10:20:44.789393634,2024-02-09 01:41:39.388845320,False,False,1.45,5.0,2.64,3.8,Standard | South -> Northeast,1.4,6.59,3-5 Days Late,High Margin ($20+)
ORD-106056,2024-09-01 08:23:00,West,Midwest,Standard,Home Goods,6.64,22.0,134.75,2024-09-01 09:49:00,2024-09-01 12:22:16.060738481,2024-09-01 16:06:16.060738481,2024-09-06 16:06:16.060738481,2024-09-07 15:32:24.058644276,False,False,2.55,5.0,0.98,7.72,Standard | West -> Midwest,1.8,50.2,1-2 Days Late,High Margin ($20+)
ORD-101816,2024-02-24 00:34:00,Midwest,Southwest,Standard,Beauty,0.46,11.0,44.85,2024-02-24 01:18:00,2024-02-24 03:20:58.900655886,2024-02-24 05:05:58.900655886,2024-02-29 05:05:58.900655886,2024-02-29 22:09:21.605773863,False,False,2.05,5.0,0.71,4.53,Standard | Midwest -> Southwest,1.5,2.9,1-2 Days Late,Mid Margin ($10-20)
ORD-104851,2024-02-04 13:28:00,Midwest,West,Express,Beauty,0.39,11.0,33.46,2024-02-04 14:41:00,2024-02-04 18:58:25.628382078,2024-02-04 19:33:25.628382078,2024-02-06 19:33:25.628382078,2024-02-06 16:12:02.580917689,False,False,4.29,2.0,-0.14,6.09,Express | Midwest -> West,1.8,5.48,On-Time,Mid Margin ($10-20)
ORD-106898,2024-03-15 00:41:00,Midwest,Midwest,Express,Apparel,0.63,14.0,47.09,2024-03-15 01:35:00,2024-03-15 02:59:09.049279060,2024-03-15 06:56:09.049279060,2024-03-17 06:56:09.049279060,2024-03-16 17:30:33.547846670,False,False,1.4,2.0,-0.56,6.25,Express | Midwest -> Midwest,0.5,2.46,On-Time,Mid Margin ($10-20)
ORD-102634,2024-09-13 19:56:00,West,Midwest,Standard,Electronics,3.11,38.0,253.78,2024-09-13 21:02:00,2024-09-14 02:09:44.316231837,2024-09-14 02:50:44.316231837,2024-09-19 02:50:44.316231837,2024-09-18 16:48:05.579535530,False,False,5.13,5.0,-0.42,6.91,Standard | West -> Midwest,1.8,23.51,On-Time,High Margin ($20+)
ORD-101327,2024-11-02 08:04:00,West,West,Standard,Electronics,1.02,38.0,204.33,2024-11-02 09:20:00,2024-11-02 16:40:32.960654469,2024-11-02 19:18:32.960654469,2024-11-07 19:18:32.960654469,2024-11-08 12:41:32.541608519,False,False,7.34,5.0,0.72,11.24,Standard | West -> West,0.4,1.71,1-2 Days Late,High Margin ($20+)
ORD-104735,2024-12-20 08:29:00,South,Southwest,Express,Home Goods,6.69,22.0,149.53,2024-12-20 09:40:00,2024-12-20 14:48:15.854872016,2024-12-20 16:42:15.854872016,2024-12-22 16:42:15.854872016,2024-12-22 05:54:53.160202796,False,False,5.14,2.0,-0.45,8.22,Express | South -> Southwest,1.0,52.18,On-Time,High Margin ($20+)
ORD-101053,2024-07-06 07:08:00,West,Midwest,Express,Toys,1.69,9.0,28.94,2024-07-06 08:20:00,2024-07-06 11:52:20.332265866,2024-07-06 12:25:20.332265866,2024-07-08 12:25:20.332265866,2024-07-09 02:51:45.597039906,False,False,3.54,2.0,0.6,5.29,Express | West -> Midwest,1.8,23.73,1-2 Days Late,Low Margin (<$10)
ORD-100043,2024-06-15 14:51:00,West,South,Express,Electronics,2.72,38.0,175.33,2024-06-15 15:55:00,2024-06-15 18:42:54.308745258,2024-06-15 20:12:54.308745258,2024-06-17 20:12:54.308745258,2024-06-17 16:29:44.160424362,True,False,2.8,2.0,-0.15,5.37,Express | West -> South,2.0,42.43,On-Time,High Margin ($20+)
ORD-100007,2024-12-28 02:30:00,Southwest,South,Express,Apparel,0.5,14.0,52.94,2024-12-28 03:00:00,2024-12-28 09:06:43.027934929,2024-12-28 10:54:43.027934929,2024-12-30 10:54:43.027934929,2024-12-30 19:03:31.602913394,False,False,6.11,2.0,0.34,8.41,Express | Southwest -> South,1.0,3.9,1-2 Days Late,Mid Margin ($10-20)
ORD-107906,2024-10-12 08:07:00,South,West,Express,Toys,3.24,9.0,40.16,2024-10-12 09:34:00,2024-10-12 12:49:18.467731141,2024-10-12 16:17:18.467731141,2024-10-14 16:17:18.467731141,2024-10-14 12:11:07.731639669,False,False,3.26,2.0,-0.17,8.17,Express | South -> West,2.0,50.54,On-Time,Low Margin (<$10)
ORD-105590,2024-04-10 22:44:00,West,South,Standard,Books,0.47,4.0,22.78,2024-04-10 23:57:00,2024-04-11 03:58:09.749443324,2024-04-11 04:39:09.749443324,2024-04-16 04:39:09.749443324,2024-04-16 17:50:19.578734333,True,False,4.02,5.0,0.55,5.92,Standard | West -> South,2.0,3.95,1-2 Days Late,Low Margin (<$10)
ORD-100471,2024-01-19 14:30:00,Northeast,West,Express,Beauty,0.48,11.0,39.18,2024-01-19 14:46:00,2024-01-19 18:59:36.464481102,2024-01-19 20:12:36.464481102,2024-01-21 20:12:36.464481102,2024-01-21 21:23:20.589623028,False,False,4.23,2.0,0.05,5.71,Express | Northeast -> West,2.9,10.86,1-2 Days Late,Mid Margin ($10-20)
ORD-102322,2024-08-19 15:29:00,West,Northeast,Express,Toys,1.89,9.0,48.11,2024-08-19 16:58:00,2024-08-19 19:30:31.035232089,2024-08-19 21:29:31.035232089,2024-08-21 21:29:31.035232089,2024-08-21 23:32:45.550051119,False,False,2.54,2.0,0.09,6.01,Express | West -> Northeast,2.9,42.75,1-2 Days Late,Low Margin (<$10)
ORD-108091,2024-07-29 07:45:00,West,Midwest,Standard,Toys,2.19,9.0,36.09,2024-07-29 08:37:00,2024-07-29 12:41:50.043609724,2024-07-29 14:40:50.043609724,2024-08-03 14:40:50.043609724,2024-08-02 20:11:19.188734084,False,False,4.08,5.0,-0.77,6.93,Standard | West -> Midwest,1.8,16.56,On-Time,Low Margin (<$10)
ORD-107643,2024-06-06 15:41:00,Midwest,Northeast,Express,Toys,2.65,9.0,19.34,2024-06-06 17:10:00,2024-06-06 19:50:24.722698494,2024-06-06 22:44:24.722698494,2024-06-08 22:44:24.722698494,2024-06-08 16:46:55.280551438,False,False,2.67,2.0,-0.25,7.06,Express | Midwest -> Northeast,1.2,24.8,On-Time,Low Margin (<$10)
ORD-104404,2024-05-12 03:25:00,West,South,Standard,Books,0.7,4.0,18.23,2024-05-12 04:19:00,2024-05-12 05:18:34.253170436,2024-05-12 06:15:34.253170436,2024-05-17 06:15:34.253170436,2024-05-18 01:45:41.108431858,False,False,0.99,5.0,0.81,2.84,Standard | West -> South,2.0,5.88,1-2 Days Late,Low Margin (<$10)
ORD-100464,2024-09-30 23:40:00,Midwest,South,Express,Toys,0.48,9.0,37.42,2024-10-01 00:55:00,2024-10-01 02:54:27.757990478,2024-10-01 05:14:27.757990478,2024-10-03 05:14:27.757990478,2024-10-02 18:06:41.427110624,False,False,1.99,2.0,-0.46,5.57,Express | Midwest -> South,1.1,4.12,On-Time,Low Margin (<$10)
ORD-104563,2024-06-06 04:57:00,Southwest,Southwest,Standard,Beauty,0.74,11.0,25.47,2024-06-06 05:10:00,2024-06-06 14:41:34.220940294,2024-06-06 15:33:34.220940294,2024-06-11 15:33:34.220940294,2024-06-11 16:52:50.308834902,False,False,9.53,5.0,0.06,10.61,Standard | Southwest -> Southwest,0.4,1.24,1-2 Days Late,Mid Margin ($10-20)
ORD-101691,2024-05-20 07:36:00,Midwest,Midwest,Standard,Sports,3.88,17.0,77.81,2024-05-20 08:59:00,2024-05-20 10:37:26.643086206,2024-05-20 14:16:26.643086206,2024-05-25 14:16:26.643086206,2024-05-25 12:41:27.449564795,False,False,1.64,5.0,-0.07,6.67,Standard | Midwest -> Midwest,0.5,8.15,On-Time,Mid Margin ($10-20)
ORD-102230,2024-08-10 18:27:00,Midwest,Midwest,Standard,Toys,0.93,9.0,25.73,2024-08-10 19:13:00,2024-08-11 02:03:48.994742007,2024-08-11 04:51:48.994742007,2024-08-16 04:51:48.994742007,2024-08-16 19:40:53.049410267,False,False,6.85,5.0,0.62,10.41,Standard | Midwest -> Midwest,0.5,1.95,1-2 Days Late,Low Margin (<$10)
ORD-107579,2024-09-21 14:50:00,Southwest,Northeast,Standard,Books,0.45,4.0,18.12,2024-09-21 15:57:00,2024-09-21 19:58:18.632065137,2024-09-21 23:02:18.632065137,2024-09-26 23:02:18.632065137,2024-09-27 01:10:45.937549194,False,False,4.02,5.0,0.09,8.21,Standard | Southwest -> Northeast,2.4,4.54,1-2 Days Late,Low Margin (<$10)
ORD-109945,2024-10-31 18:26:00,Northeast,Northeast,Standard,Electronics,4.49,38.0,199.11,2024-10-31 18:37:00,2024-11-01 09:31:47.189887567,2024-11-01 13:27:47.189887567,2024-11-06 13:27:47.189887567,2024-11-05 20:59:37.397633745,False,False,14.91,5.0,-0.69,19.03,Standard | Northeast -> Northeast,0.4,7.54,On-Time,High Margin ($20+)
